Institute Code,College Name,Region,Region Type,College Address,Email Address,Website,Registrar Name,Principal Name,Office Phone,Fax No,Status,Autonomy Status,Minority status
2177,"Sai Shikshan Sanstha, Ambarwadikars Institute Of Technology, Waluj, Ta. Gangapur, Aurangabad",Aurangabad,Rural,"Gut No.60,Nagar Road,Toll Plaza,Waluj,Aurangabad Dist. Aurangabad 431001",ambarwadikar.tech@gmail.com,www.aitcampus.edu.in,Mr Kale R M,Prof. Dhakne Suvarna Jagannath,270100,,Un-Aided,Non-Autonomous,Non-Minority
2178,"Vinayakrao Patil Shikshan Prasarak Mandal, Institute Of Engineering & Technology Kannad",Aurangabad,Rural,"Kannad, Dist Aurangabad ",1157principal@msbte.com,www.ietkannad.org,MAGAR  N.S.,WAVARE A V,220588,220588,Un-Aided,Non-Autonomous,Non-Minority
2179,"Gangai Charitable Trust, Adarsh Polytechnic,Tal. Asthi, Dist. Beed",Aurangabad,Rural,"Po:Sheri (Bk),Kada Tal. Ashti, Dist. Beed ",principal.gcts@gmail.com,www.gctadarshpoly.org,MR.DYNESHWAR SONAWANE,MR.KAMBLE NITEEN VAIJNATH,240011,240010,Un-Aided,Non-Autonomous,Non-Minority
2180,"Shri Chhatrapati Shivaji Shikshan Sanstha, Vasant Polytechnic College, Beed",Aurangabad,Rural,"Beed Road,Kaij, Beed 431123",1159PRINCIPAL@MSBTE.COM,vasantpoly.org/,Kawade,Prof. chalak.A.K,252775,252775,Un-Aided,Non-Autonomous,Non-Minority
2181,"Mahatma Basaveshwar Education Society's T.B.Girwalkar Polytechnic, Ambejogai, Dist.Beed",Aurangabad,Rural,"T.B.Girwalkar Polytechnic,Ambejogai. Dist: Beed 431517",tbgpoly_amb@rediffmail.com,www.tbgpoly.ac.in,M.B. Shetti,Mr M.B.Shetti,248992,248992,Un-Aided,Non-Autonomous,Non-Minority
2182,"Marathwada Shikshan Prasarak Mandal, Yeshwantrao Chavan Institute Of Polytechnic, Beed",Aurangabad,Urban,"S. No. 107, 109,Vidya Nagari, Barshi Road,Beed. 433112",principal.ycip@gmail.com,www.ycipbeed.in,SURYAWANSHI SUDHAKAR NAVNATH,Mr. Dikle Shashikant Rangnath,223324,223324,Un-Aided,Non-Autonomous,Non-Minority
2183,"Aditya Bahuddeshiya Sanstha, Aditya Polytechnic, Beed",Aurangabad,Rural,"Telgaon Road, Beed. 431122",principal.apb@gmail.com,www.aditya_education.org.in,deepa patil,Khadke R.N.,228600,222793,Un-Aided,Non-Autonomous,Non-Minority
2184,"Shree Dhaneshwari Manav Vikas Mandal Diploma In Engineering And Technology Institute, Hatta, Tal. Basmat, Hingoli",Aurangabad,Rural,"Hatta, Taluka Vasamat, Dist. Hingoli ",1006principal@msbte.com,www.sdmvmspolyhatta.in,Mr.Raut V.G.,Mr. Surnar A.B.,22454,244257,Un-Aided,Non-Autonomous,Non-Minority
2185,"Dharati Janseva Pratishthan, Diploma In Engineering & Technology Institute, Jalna",Aurangabad,Rural,"Rohanwadi, Revgaon Raod, Tq.Dist.Jalna ",1093principal@msbte.com,www.djppolytech.org,SHINDE B. T.,J.A Ingale,02482223,,Un-Aided,Non-Autonomous,Non-Minority
2186,"Gunai Shikshan Prasarak Mandal, Rajiv Gandhi Polytechnic, Udgir, Dist Latur",Aurangabad,Rural,"Gat No.84, Degloor Road, Kavalkhed Tal Udgir Dist Latur  413517",1160principal@msbte.com,www.rgpudgir.org,Kulkarni D S,JADHAV PRAKASH DATTATREYA,252999,252999,Un-Aided,Non-Autonomous,Non-Minority
2187,"Hindustani Education Society, N.B.S. Institute Of Polytechnic, Ausa, Latur",Aurangabad,Rural,"S.No.225/B,225/C,225/D,225/E/6 225/5,233 Afsar Nagar,Ujni Road, Near M.S.E.B.Power House Ausa Dist Latur  413520",1149principal@msbte.com,nbspoly.org,Gaikwad  V G,KARBHARI IRFAN HAMID,202555,202555,Un-Aided,Non-Autonomous,Non-Minority
2189,"Vishweshwarayya Abhiyantriki Padvika Mahavidyalay, Almala, Tq. Ausa, Dist. Latur",Aurangabad,Rural,Almala Ausa Dist Latur ,vishpoly@gmail.com,www.svspm.org,PRAVIN DHARASHIVE,MR. DHARASHIVE PRASHANT SHIVCHARAN,225600,225522,Un-Aided,Non-Autonomous,Non-Minority
2190,"Shri Ganesh Shikshan Prasarak Mandal, Balaghat Polytechnic College, Rudha, Latur",Aurangabad,Rural,"Gat No.77 & 78 Nanded-Latur Highway Tal Ahemadpur, Dist Latur ",balaghatpoly@gmail.com,www.balaghatcollege.com,Mr. Kulkarni V H,Dr. N P Shivpuje,279033,279033,Un-Aided,Non-Autonomous,Non-Minority
2192,"Education Society, Kalawatibai College Of Engineering & Technology (Polytechnic), Naigaon, Nanded",Aurangabad,Rural,"Lalwandi Road, Tal. Naigaon (Kh), Nanded  431709",1155principal@msbte.com,www.kalawatibaipoly.com,Mrs.Dachawar P.S.,MAID M.D.,263399,263399,Un-Aided,Non-Autonomous,Non-Minority
2193,"Sahayog Sevabhai Sanstha, Indira Institute Of Technology(Polytechnic), Nanded.",Aurangabad,Rural,"Gat No. 18 & 22 Vishnupuri, Nanded 431606",indirapoly@gmail.com,www.sahayogcampus.ac.in,KIRKAN SHANKAR SANJAY,Prof. INGOLE T. B.,229155,229155,Un-Aided,Non-Autonomous,Non-Minority
2194,"Matoshri Pratishthan, Vishwabharati Polytechnic Institute, Vishnupuri, Nanded.",Aurangabad,Rural,"Jijau Nagar, Off Nanded-Latur Highway,Khupsarwadi, Post Vishnupuri, Nanded   431604",vishwapolynnd@gmail.com,www.mpgi.org,L.D.Kulkarni,Shahaji P Deshmukh,229979,229966,Un-Aided,Non-Autonomous,Non-Minority
2195,"Matoshree Kamaltai Thamke BSS Gokunda's Rajarshee Shahu Maharaj Polytechnic,Kinwat,Nanded.",Aurangabad,Rural,"Survey No. 52, Kothari (Ch.) , Kinwat Nanded , 431811",thamkeprashant@rediffmail.com,www.mktbss.org,FARKUNDE GAJANAN SEVAKRAM,THAMKE ASHWAGHOSH ANANDRAO ,222060,222399,Un-Aided,Non-Autonomous,Religious Minority - Buddhist
2197,"Shriram Pratishthan, Apurva Polytechnic, Rawalgaon, Parbhani.",Aurangabad,Rural,Gat No.88/01 A/P Rawalgaon Tal Shelu Dist Parbhani  431503,1161principal@msbte.com,www.apurvapolytechnic.com,Sable M.U,Bodkhe A.R.,223552,223552,Un-Aided,Non-Autonomous,Non-Minority
2198,"Nutan Vidya Samiti, Sitaramji Mundada Marathwada Polytechnic, Parbhani.",Aurangabad,Urban,"Khandoba Bazar, Parbhani 431401",principal.smmp@yahoo.com,www.smmpoly.org,shri S Y More,Prof.S.G.SHINDE,220103,220103,Un-Aided,Non-Autonomous,Non-Minority
2224,"Gramodyogik Shikshan Mandal's Marathwada Institute of Technology, Aurangabad",Aurangabad,Urban,"P.B.-327, Satara Village Rd.,  off Beed By-Pass Highway Aurangabad , 431005",sunil.deshmukh@mit.asia,www.mit.asia,PRAKASH G. GADHE,S. G. Deshmukh,2375333,2376230,Un-Aided,Non-Autonomous,Non-Minority
2277,"Yogwashistha Shikshan Prasarak Mandal’s Polytechnic,Babhalgaon  Dist Latur",Aurangabad,Urban,"Babhalgaon .Gat No 35, Babhalgarasaron Tq Dist Latur. 413512",mukteshwaritcollege@gmail.com,www.ommukteshwar.com,Shaikh Sayyeda Gulab,Mr Nangare Vivek Manmath,265095,0,Un-Aided,Non-Autonomous,Non-Minority
2278,"Renukamata KrishiVikas Pratisthan's Swami Vivekanand Polytechnic, Jola, Post Devgaon Tq Kaij, Dist Beed",Aurangabad,Rural,"Jola, Post Devgaon, Tq Kaij, Dist Beed.  431123",krishna_kaij@yahoo.com,www.rkvpratishthan.com,ingale vishal,Mr waybase S G,274545,252842,Un-Aided,Non-Autonomous,Non-Minority
2279,"Ransamrat Kreeda Mandal's Rajarshi Shahu Institue of Technology,Parli Road Kallam, Dist. Osmanabad",Aurangabad,Rural,"Gat No 65-A/2, Parli Road Kallam, Dist. Osmanabad. 413507",rsit1489@gmail.com,www.shahuitkallam.org,Jawale Niteen Khanderao,Shelke Satyen Arun,263010,262001,Un-Aided,Non-Autonomous,Non-Minority
2280,"Vetaleshwar Shikshan Sanstha's Rajiv Gandhi Instiute of Polytechnic, Hasegaon Tal. Ausa Dist Latur",Aurangabad,Rural,Gurunathappa Bavage Knowledge City Hasegaon Tq Ausa Dist Latur 413512,1490office@msbte.com,www.rgiphasegaon.com,Mr.Metage Santosh,Mr. Jevale Shivling,268071,268071,Un-Aided,Non-Autonomous,Non-Minority
2282,"Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi Road, Beed",Aurangabad,Urban,"Sr. No. 123, Bahirwadi, Nalwandi Road, Beed",principal.apb@gmail.com,www.adityaeducation.org,patil deepa,Shaikh Rizwan,228600,,Un-Aided,Non-Autonomous,Non-Minority
2283,"Phoenix Foundation Sanstha's Phoenix Institute Of Technology,Lodga, Tal. Asua,Dist. Latur",Aurangabad,Rural,"At Post Lodga, Tq Asua,Dist. Latur  413512",pitpoly@gmail.com,www.pitpoly.com,Mr.Shaikh M.S.,Mr.Pathan J.R.,255786,,Un-Aided,Non-Autonomous,Non-Minority
2284,"Kiran Bahuuddeshiya Shikshan Sanstha's R R Polytechnic, Hasegaon (K), Tal. Kalamb, Dist Osmanabad",Aurangabad,Rural,"Survey No. 354, Hasegaon (K), Tq Kalamb, Dist Osmanabad ",kbss07@rediffmail.com,www.kbssindia.co.in,Bagal M L,DESHMUKH SANJAY RAMRAO,203203,227007,Un-Aided,Non-Autonomous,Non-Minority
2287,"People Education Society's P.E.S. Polytechnic, Nagsenvan, Aurangabad",Aurangabad,Urban,"Nagsenvan, Aurangabad ",pespolytechnic1497@gmail.com,www.pespolytechnic.org,Ms. Aparna Pardeshi,Prof. Milind M. Deshpande ,2400087,2400097,Un-Aided,Non-Autonomous,Non-Minority
2288,"Kai Haribhai Varpudkar Gramin Mahila Sevabhavi Sanstha's LATE. HARIBAI WARPUDKAR POLYTECHNIC, PARBHANI",Aurangabad,Rural,"Gut No 104,Karegaon Vasmat road Opp.Water filter Plant ParbhaniLate Haribai Varpudkar Poly Parbhani , 431401",warpudkar.poly@gmail.com,www.lhwpoly.org,SHANKARSINGH MADANSINGH SURYAWANSHI,MR. V. B. DUDHATE,02452,02452,Un-Aided,Non-Autonomous,Non-Minority
2289,"Baliram Patil Mission's S.N.Rai Institute of Engg. & Technology Shrikshtra , Mahur Dist Nanded.",Aurangabad,Urban, Shrikshetra Mahur Tal. Mahur Dist Nanded.,1499principal@msbte.com,www.balirampatilmission.org,V. B. JAGAT,Mr. Tripathi Anurag Samar,268136,,Un-Aided,Non-Autonomous,Non-Minority
2290,"Vilasrao Deshmukh Foundations School of Polytechnic,Latur",Aurangabad,Rural,Add.MIDC Area Plot No 165-A Latur 413531,info.polytechnic@vdf.in,www.vdfpolytechnic.co.in,MR. SHINDE DHANRAJ L.,Prof. T. S. Dadge,267734,267734,Un-Aided,Non-Autonomous,Non-Minority
2291,"MGMs Polytechnic , Aurangabad ",Aurangabad,Urban,"N-6, Cidco, Aurangabad  ",principal@mgmpoly.com,www.mgmpoly.com,Patil S.S.,Dr. BHAGWAN MAROTRAO PATIL,8446050732,2487727,Un-Aided,Non-Autonomous,Non-Minority
2292,"Anand Charitable Trusts, Diploma in Engineering & Technology, Murshadapur, Ashti, Dist. Beed",Aurangabad,Rural," Murshadapur, Tq. Ashti, Dist. Beed.  414203",acspoly.ashti@gmail.com,www.dietashti.org,Bodkhe Vijay Babanrao,Mr.Zagade Mahesh Devidas,282974,282436,Un-Aided,Non-Autonomous,Non-Minority
2293,"Mauli Shikhan Prasarak Mandal's Lal Bahadur Shastri Polytechnic, Udgir Dist Latur",Aurangabad,Rural,"Gut No 69/2,70/A, At Udgir Dist Latur ",arun.dande@gmail.com,www.lbspolyudgir.com,PATIL S S,Mr.Dande Arun ,231041,,Un-Aided,Non-Autonomous,Non-Minority
2294,"Shri Sai Janavikas Pratishtan's Sow.Shardadevi Pandit Polytechnic institute,Alani, Osmanabad",Aurangabad,Rural,"Gut No 253 At Alani, Tq. Dist Osmanabad ",1504principal@msbte.com,www.sppiosd.com,PATIL D. A.,Prof. JAMADAR S.S.I,284388,0247222449,Un-Aided,Non-Autonomous,Non-Minority
2296,"Sevadas Shikshan Prasarak Mandal's Vasantrao Naik Instiute of Technology, Vasarni, Nanded",Aurangabad,Urban,"Gut No 24, Vasarni, Nanded. 431603",1506principal@msbte.com,www.sevadasspmnnd.org,MR. JOSHI K.C.,Shri Diwan Y.S.,225375,225345,Un-Aided,Non-Autonomous,Non-Minority
2298,"Shri Sai Institute of Technology(Polytechnic),Aurangabad",Aurangabad,Urban,"P-75 Behind Garware Palyster,MIDC ,Chikalthana  Aurangabad , 431210",ssitpoly@gmail.com,www.ssit.org.in,Gawande K R,Gawande K R,2470312,2352126,Un-Aided,Non-Autonomous,Non-Minority
2508,"Gramin Shikshan Prasarak Mandal,Gramin Polytechnic, Vishnupuri, Nanded",Aurangabad,Urban,"Vishnupuri,Naiknagar, Nanded , 431606",principalgraminpolynanded@gmail.com,graminanded.org.in,Deshmukh S.K.,shri. V.S.Pawar,229777,229777,Un-Aided,Non-Autonomous,Non-Minority
2510,"Gramin Polytechnic, Parbhani",Aurangabad,Rural,"Gat No. 167, NandKheda, Dhamapuri,Parbhani.  431654",principalgraminpolyparbhani@gmail.com,graminnanded.org,MR  P P SHINDE,PROF S D PARBHANIKAR,292444,292444,Un-Aided,Non-Autonomous,Non-Minority
2513,"Sharda Polytechnic College, At Post Aurad, Shahajani, Nilanga",Aurangabad,Rural,"Aurad Shahajani, Nilanga , Latur  413522",brlmpoly@gmail.com,www.brlmpoly.org,PATIL SHIVSHANKAR ANNARAO ,Mr Patil Shriram Vyankatrao ,245545,249900,Un-Aided,Non-Autonomous,Non-Minority
2515,"Sai Institute of Engineering & Technology, Bilda, Aurangabad.",Aurangabad,Rural,"Survey No.170, Sai Nagar,Aurangabad Ajanta Road,Jalgaon Highway,Village Bilda,Tal. Phulambri,",sietaurangabad@gmail.com,www.sietaurangabad.com,Mr. Shankar Chate,S.S.Deshmukh,2020555,2020030,Un-Aided,Non-Autonomous,Non-Minority
2516,"International Centre of Excellence in Engineering & Management, Aurangabad.",Aurangabad,Rural,"Gut No.4,Opp.Bajaj Auto ltd. Infront of MIDC filtration plant,Aurangabad-Pune High way",director@iceemabad.com,www.iceemabad.com,Dr.Chandraprakash Padmavat,Dr.Chandraprakash Padmavat,2558123,2558111,Un-Aided,Non-Autonomous,Non-Minority
2517,"Shri. Shivaji Polytechnic Institute, Wasmat road, Parbhani.",Aurangabad,Urban,At. Post. Parbhani. 431401,principal.sspi@gmail.com,www.sspi.net.in,RAJESH TILKARI,Mr. Mohd.Shahid Thekiya,234047,234112,Un-Aided,Non-Autonomous,Non-Minority
2522,"STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Aurangabad,Urban,"Gat No. 23, Kolpa Tq & Dist. Latur",badgireudhav@gmail.com,www.vit.edu/latur,U.S.Badgire,Dr.Mohan Buke,263546,,Un-Aided,Non-Autonomous,Non-Minority
2525,"Krushnaji Purushottam Chousalkar Yogeshwari Polytechnic, Ambajogai Beed",Aurangabad,Urban,"Sr. No. 92, Parli Road, Ambajogai. Beed , 431517",principalyp@gmail.com,www.yogeshwaripolytechnic.com,V.V. CHOUSALKAR,Mr.Deshpande R.S,244770,,Un-Aided,Non-Autonomous,Non-Minority
2526,"V.J.Shinde Polytechnic Institute, Osmanabad.",Aurangabad,Urban,"Koti Galli, Osmanabad.413501",vjspc2526@gmail.com,www.vjspoly.com,Jayant Dalve,Mr.Shahapure S.S.,203205,226007,Un-Aided,Non-Autonomous,Non-Minority
2529,"V.J. Shinde College of Engineering, Osmanabad.",Aurangabad,Urban,"Gat No. 738, Waruda road, Osmanabad.",vjscoe2529@gmail.com,www.vjsengg.com,Prof. Shinde Abhijeet V.,Prof. Lagdive K. M.,203205,226007,Un-Aided,Non-Autonomous,Non-Minority
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",Aurangabad,Urban,"Kanchanwadi, Paithan Road, Aurangabad.",shahuengg@gmail.com,www.csmssengg.org,Pravinkumar G Jadhao,Dr. Ulhas B. Shinde,6646371,2379355,Un-Aided,Non-Autonomous,Non-Minority
2534,"Swami Vikekanand Institute of Polytechnic, Latur",Aurangabad,Urban,"BARSHI ROAD,NEAR PVR TAKIES,MIDC,LATUR",svipolylatur@gmail.com,www.svipolylatur.org.in,Patil S D,R.S. SAKHARE,222504,223380,Un-Aided,Non-Autonomous,Non-Minority
2540,"Ratneshwari Institute of Polytechnic, Nanded.",Aurangabad,Urban,"At Post Vishnupuri, Near by SRTMU University, Latur-Nanded Highway, Nanded.",ratneshwaripoly@gmail.com,www.ripn.in,Dr.Ashish shirsat,MRS.TANUJA MUKKAWAR,9075017931,,Un-Aided,Non-Autonomous,Non-Minority
2573,"Gramin College of Engineering, Vishnupuri, Nanded",Aurangabad,Urban,"Vishnupuri, Nanded, Nanded waghala, Nanded",graminenggnanded@gmail.com,www.graminenggnanded.org,Mrs. Gajbhare jaya,Dr. Vijay Pawar,229112,229900,Un-Aided,Non-Autonomous,Non-Minority
3006,"Government Institute of Printing Technology, Mumbai",Mumbai,Urban,"J.J School Of Architecture Compound, Near Cst Station, Mumbai 400001",gipt_m@rediffmail.com,www.gipt.ac.in,Mrs. Maya Waghmare,MRS. M.S.DESHPANDE,20821474,,Government,Autonomous,Non-Minority
3007,"Government Polytechnic, Mumbai",Mumbai,Urban,"49, Ali Yawar Jung Marg, Kherwadi, Bandra(E), Mumbai 400051","principal@gpmumbai.ac.in,gpmumbai@gpmumbai.ac.in",www.gpmumbai.ac.in,Swati D Deshpande,Swati D Deshpande,26474780,,Government,Autonomous,Non-Minority
3008,"Government Polytechnic, Pen",Mumbai,Urban,"At Post Ramwadi, Tal.Pen, Dist.Raigad. Raigad , 402107",governmentpolytechnicpen@rediffmail.com,www.gppen.ac.in,Mrs. Sangita Chavan,Dr. Sunil Sukhdeo Bhamre,9405691405,253389,Government,Non-Autonomous,Non-Minority
3009,"Government Polytechnic, Ratnagiri",Mumbai,Urban,"Near Thiba  Palace, Ratnagiri , 415612",office.gpratnagiri@dtemaharashtra.gov.in,www.gpratnagiri.org,Shri. K. G. Narvekar,SHRI. A. M. JADHAV,222435,222435,Government,Non-Autonomous,Non-Minority
3010,"Government Polytechnic, Malvan",Mumbai,Rural,"A/P Kumbharmath, Malvan, Sindhudurg , 416606",gpmalvan3010@gmail.com,www.gpmalvan.co.in,Mr. B. R. Ayare,Dr. Suresh A. Patil,252223,252223,Government,Non-Autonomous,Non-Minority
3011,"Government Polytechnic, Thane",Mumbai,Urban,"At Phadke Pada, Opp. Bharat Gears,Mumbra Shil Road,Opp Bharat  Ltd. Thane , 400612",principal.gpthane@dtemaharashtra.gov.in,www.gpthane.org.in,AARTI MILIND PANCHMUKH,DR.NITIKET NIJANAND MHALA,9969601972,,Government,Non-Autonomous,Non-Minority
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Mumbai,Urban,"H.R. Mahajani Marg, Matunga, Mumbai ",director@vjti.org.in,www.vjti.ac.in,Dr. V. N. Palaskar,Dr. Dhiren R. Patel,24198101,24102874,Government-Aided,Autonomous,Non-Minority
3014,"Sardar Patel College of Engineering, Andheri",Mumbai,Urban,"Munshi Nagar, Andheri (West),  Mumbai - Suburban ,Mumbai ",principal@spce.ac.in,www.spce.ac.in,S.R.Vinerkar,Dr. Priyadarshi H. Sawant,26232192,26237819,Government-Aided,Autonomous,Non-Minority
3020,"Sasmira's Institute of Manmade Textiles, Mumbai",Mumbai,Urban,"Dr. A.B. Road, Sasmira Marg, Worli, Mumbai. 400030",principal@sasmira.org,www.sasmira.org,Anjali k pawar,Mr. G. R. Andhorikar,24935351,24930225,Government-Aided,Autonomous,Non-Minority
3021,"K. J. Somaiya Polytechnic, Mumbai",Mumbai,Urban,"Vidyanagar, Mumbai , 400077",info.polytech@somaiya.edu,polytechnic.somaiya.edu,Mr. Jayant D Tambve,Mrs. Padmaja Bhanu Bandaru,21021752,21023443,Government-Aided,Autonomous,Linguistic Minority - Gujarathi
3023,"St. Xavier's Technical Institute, Mumbai",Mumbai,Urban,"Mahim Causeway Road, Mahim, Mumbai , 400016",office@xaviertech.com,www.xaviertech.com,RAVIRAJ GHADGE,Dr. Shivaji B. Ghungrad,24455937,24454482,Government-Aided,Autonomous,Religious Minority - Christian
3024,"Sophia Shree B.K. Somani Memorial Polytechnic), Mumbai",Mumbai,Urban,"Sophia Shree B. K. Somani Memorial Polytechnic, Mumbai , 400026",0407principal@msbte.com,www.sophiapolytechnic.com,Dr.(Mrs.) Jignasa Shah,Dr. (Sr.) Anila Verghese,23514147,23515596,Government-Aided,Non-Autonomous,Religious Minority - Christian
3025,"Shri Bhagubhai Mafatlal Polytechnic, Mumbai",Mumbai,Urban,"N.R.G. Gadkari Marg, Mumbai , 400056",principalsbmp@rediffmail.com,www.sbmp.ac.in,MRS. P.S.KHIRE,DR.M.Z.SHAIKH,42336000,,Government-Aided,Autonomous,Linguistic Minority - Gujarathi
3026,"M. H. Saboo Siddik Polytechnic, Mumbai",Mumbai,Urban,"Anjuman-I-Islam's M.H.Saboo Siddik Polytechnic, 8, Shepherd Rd, Byculla, Mumbai",principal.mhssp@yahoo.com,www.mhssp.org,MR. MOHAMMAD TOUSIF SHAIKH,Ms. Zaibunisa Malik,23084881,23070924,Government-Aided,Non-Autonomous,Religious Minority - Muslim
3027,"Premlila Vithaldas Polytechnic(Womens),Mumbai",Mumbai,Urban,"SNDT Women's University,Juhu Road,Santacruz (W) Mumbai - Suburban , 400049",pvp@pvpsndt.org,www.pvpsndt.org,vacant,Dr. Sachin Laddha ,26608676,26607668,Government-Aided,Autonomous,Non-Minority
3028,"Father Agnel Technical College (Polytechnic), Bandra(W), Mumbai",Mumbai,Urban,"Fr. Agnel Ashram Mumbai , 400050",fragnel_bandra@yahoo.com,atc.fragnel.ac.in,DEEPAK MASANE,M. S. MOHAN,67114054,67114100,Government-Aided,Autonomous,Religious Minority - Christian
3035,"Usha Mittal Institute of Technology SNDT  Women's University, Mumbai",Mumbai,Urban,"SNDT  Women's University, Mumbai Juhu Campus, Santacruz (W), Mumbai ",umit@sndt.ac.in,www.umit.ac.in,Dr. Deepak Deshpande  ,Dr. Sanjay S. Pawar,26605183,26605183,University Managed (Un-Aided),Non-Autonomous,Non-Minority
3036,"Institute of Chemical Technology, Matunga, Mumbai",Mumbai,Urban,"Nathalal Parikh Marg, Matunga, Mumbai ",ar.acad@staff.ictmumbai.edu.in,www.ictmumbai.edu.in,Prof. S.S. Lele,Prof. G.D. Yadav,33611111,33611020,Deemed University,Autonomous,Non-Minority
3040,"Dr. Babasaheb Ambedkar Tech.University,Institute of Petrochemical Engineering,Lonere,Raigad",Mumbai,Rural,"Vidyavihar,P.O.Lonere,Tal-Mangaon. Raigad , 402103",iopelonere@rediffmail.com,www.iopelonere.com,---,Dr M.A. Dabhade,275103,275103,University Managed,Autonomous,Non-Minority
3124,"Saraswati Education Society, Group of Institutions ( Integrated Campus), Diksal Dist. Raigad",Mumbai,Rural,"Sau.Vandana N.Tasgaonkar Technical Education Complex, Plot No.14, Village Diksal Post Koshane, Kalyan-Karjat Road,",sesgoifoe3124@gmail.com,www.tasgaonkartech.com,MS. MANISHA BHAWSAR,PROF. PRAFUL JAWANJAL,96570684,24318823,Un-Aided,Non-Autonomous,Non-Minority
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",Mumbai,Urban,"Off. Juhu Versova Link Road, Versova, Andheri(W) Mumbai ",mctrgit02@gmail.com,www.mctrgit.ac.in,Shri. Subhash Khachane,Dr. Sanjay U. Bokade,26707026,26707026,Un-Aided,Non-Autonomous,Non-Minority
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",Mumbai,Urban,"Vidyalankar Educational Campus,Vidyalankar College Marg, Wadala(E), Mumbai ",principal@vit.edu.in,www.vit.edu.in,Mukund Deshmukh,Dr. S A Patekar,24161126,24161126,Un-Aided,Non-Autonomous,Non-Minority
3142,"Navjeevan Education Society's Polytechnic, Mumbai",Mumbai,Urban,"Ganesh Nagar,Ganesh Path Mumbai , 400078",nespolytechnic@rediffmail.com,www.navjeevanedu.com,A. P. PATIL,Mr. AJAY S. BHOIR,25952601,25953840,Un-Aided,Non-Autonomous,Non-Minority
3143,"Zagdu Singh Charitable Trust's Thakur Polytechnic, Mumbai",Mumbai,Urban,"Thakur Complex, West To W.E.Highway Mumbai ",tpoly@thakureducation.org,www.tpolymumbai.in,Mrs. Sarita Singh,Dr. S.M. Ganechari,28542481,28541993,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
3144,"Mahavir Education Trust's Shah & Anchor Kutchhi Polytechnic, Mumbai",Mumbai,Urban,"Near Chhatrapati Shivaji Maharaj Chowk, , Waman Tukaram Patil Marg  Mumbai , 400088",info@sakp.ac.in,www.sakp.ac.in,Mahendra P. Bagul,PROF. SANJAY M. LUNGE ,67978400,25585725,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi(Jain)
3145,"Vivekanand Education Society's Polytechnic, Mumbai",Mumbai,Urban,"Sindhi Society,Chembur Mumbai , 400071",vespolytechnic@yahoo.co.in,www.ves.ac.in/polytechnic,Mr. Vikrant B Joshi ,Mr. Vikrant B Joshi ,25227638,25290486,Un-Aided,Non-Autonomous,Linguistic Minority - Sindhi
